date,price
2017-12-31,60.69098312715192
2018-01-07,64.54203748239804
2018-01-14,64.86923091563598
2018-01-21,62.164157464846426
2018-01-28,63.59525273621754
2018-02-04,61.73744274239188
2018-02-11,63.61391710509254
2018-02-18,65.67105829068645
2018-02-25,63.620930567034215
2018-03-04,65.38136138268389
2018-03-11,65.67661089731304
2018-03-18,66.63819679357404
2018-03-25,69.27084898246457
2018-04-01,67.30980114703809
2018-04-08,79.97594941217315
2018-04-15,78.03833941506151
2018-04-22,76.75748803513154
2018-04-29,77.1413500712534
2018-05-06,78.14234446213942
2018-05-13,78.71473086216537
2018-05-20,80.08202461040722
2018-05-27,79.56252223462445
2018-06-03,81.74102893847063
2018-06-10,80.17518189819637
2018-06-17,84.37839304106484
2018-06-24,83.59288597308036
2018-07-01,80.31765263748447
2018-07-08,77.53607663369499
2018-07-15,78.29335019204916
2018-07-22,77.5351915601697
2018-07-29,78.64802647974976
2018-08-05,78.99175014099174
2018-08-12,78.23727374197661
2018-08-19,76.28743479298736
2018-08-26,73.67350419685202
2018-09-02,73.71313528435701
2018-09-09,76.09198431636295
2018-09-16,76.66018349985063
2018-09-23,74.45967770506516
2018-09-30,75.45388103189364
2018-10-07,76.58230444752442
2018-10-14,75.14697110564599
2018-10-21,76.02349991477016
2018-10-28,76.5301521631763
2018-11-04,74.78494305648282
2018-11-11,76.28593632693651
2018-11-18,77.79163784676162
2018-11-25,79.87813105993561
2018-12-02,81.39204774547632
2018-12-09,78.17092802842697
2018-12-16,76.70938800746559
2018-12-23,78.33782415917663
2018-12-30,79.57251343521062
2019-01-06,80.5263265418787
2019-01-13,72.28083198638738
2019-01-20,71.29335497238795
2019-01-27,71.6513921208197
2019-02-03,71.63038880239043
2019-02-10,71.11348575629357
2019-02-17,69.03868655937329
2019-02-24,69.50989121279777
2019-03-03,67.11714615121431
2019-03-10,66.37799229242529
2019-03-17,65.41072424636045
2019-03-24,65.74111035297712
2019-03-31,69.99736888501268
2019-04-07,65.52754145508125
2019-04-14,66.89277552434345
2019-04-21,63.71914750099902
2019-04-28,63.46394612759047
2019-05-05,66.06154666496144
2019-05-12,66.05511256616309
2019-05-19,63.95912451113605
2019-05-26,63.06397960348913
2019-06-02,64.88988837564048
2019-06-09,63.624978578084196
2019-06-16,64.37646313435837
2019-06-23,64.56822004848961
2019-06-30,63.410791670026036
2019-07-07,67.57073811680856
2019-07-14,67.81180587501366
2019-07-21,63.166351531895046
2019-07-28,63.77377405899928
2019-08-04,62.66014055962398
2019-08-11,64.56488241119544
2019-08-18,62.96189992055725
2019-08-25,63.02021402088454
2019-09-01,64.17636589593394
2019-09-08,65.66324739881037
2019-09-15,63.026486169466075
2019-09-22,62.70453872674423
2019-09-29,62.24444926326878
2019-10-06,61.62284519435797
2019-10-13,65.56581698342222
2019-10-20,65.99822635818488
2019-10-27,63.35848391381707
2019-11-03,65.43173548012595
2019-11-10,69.14838630034346
2019-11-17,69.92252267153195
2019-11-24,65.94890547972557
2019-12-01,65.01543582529108
2019-12-08,67.56090789914033
2019-12-15,65.90534907050069
2019-12-22,66.85162313663758
2019-12-29,68.1928708059014
2020-01-05,66.15831868697266
2020-01-12,66.31469952915337
2020-01-19,60.75675099419549
2020-01-26,60.79801687218239
2020-02-02,62.26502829896417
2020-02-09,61.57280773632757
2020-02-16,66.2961188948154
2020-02-23,64.21573893948712
2020-03-01,64.52525734693174
2020-03-08,30.794334406976887
2020-03-15,34.07933239763705
2020-03-22,31.27147842126596
2020-03-29,33.92743875043531
2020-04-05,33.75758413707401
2020-04-12,31.83731786320588
2020-04-19,33.03478832918328
2020-04-26,33.39988785672441
2020-05-03,32.19581877889887
2020-05-10,32.50262372919629
2020-05-17,31.868604196829594
2020-05-24,32.27157839769672
2020-05-31,33.50881429591348
2020-06-07,36.020990969221295
2020-06-14,32.70479421922928
2020-06-21,36.34294471453912
2020-06-28,31.568611538519715
2020-07-05,31.332951412662442
2020-07-12,32.45941170191633
2020-07-19,32.684565267559776
2020-07-26,31.1913065688039
2020-08-02,30.83825507501138
2020-08-09,30.052238699643322
2020-08-16,29.299372737307067
2020-08-23,31.339899340610735
2020-08-30,31.92108562109712
2020-09-06,30.454744502340517
2020-09-13,32.27707291487609
2020-09-20,32.54109806791909
2020-09-27,33.66572088530259
2020-10-04,97.17638081870557
2020-10-11,94.95524950317484
2020-10-18,93.88222034271055
2020-10-25,95.51057471208857
2020-11-01,96.48865135035113
2020-11-08,96.11275722553543
2020-11-15,96.15051708102196
2020-11-22,98.32861972808284
2020-11-29,96.59651843775113
2020-12-06,97.4645181200698
2020-12-13,96.80670221569075
2020-12-20,96.37079178709028
2020-12-27,98.49102479401954
2021-01-03,99.5881093578248
2021-01-10,100.41650732026736
2021-01-17,101.95509119118775
2021-01-24,100.80342200574555
2021-01-31,101.21195353835633
2021-02-07,99.7630189967465
2021-02-14,99.89912561210733
2021-02-21,99.21079628079269
2021-02-28,99.14926696810129
2021-03-07,100.0204664632785
2021-03-14,98.11595385042301
2021-03-21,101.98959035801673
2021-03-28,99.20084882670552
2021-04-04,96.81137590152346
2021-04-11,99.34825860018395
2021-04-18,100.49676777765497
2021-04-25,100.99851680067373
2021-05-02,101.33913943649196
2021-05-09,100.39902218094488
2021-05-16,98.09341321015332
2021-05-23,98.14645339297434
2021-05-30,96.78889352004171
2021-06-06,98.74392878407201
2021-06-13,98.08956957949432
2021-06-20,96.35552346771023
2021-06-27,95.97382728735609
2021-07-04,96.98209206297285
2021-07-11,95.9140133258085
2021-07-18,94.64699188520756
2021-07-25,95.62464537226087
2021-08-01,96.30671441452725
2021-08-08,95.42532891320069
2021-08-15,94.84188082584302
2021-08-22,95.67980679935059
2021-08-29,93.2575348243456
2021-09-05,91.59168592865886
2021-09-12,91.64408689017912
2021-09-19,64.60889964186612
2021-09-26,66.27191534509879
2021-10-03,69.59604562719358
2021-10-10,70.91428202909763
2021-10-17,70.07405580218341
2021-10-24,69.77023410185038
2021-10-31,67.83328229923939
2021-11-07,68.26608625547222
2021-11-14,68.15103466495246
2021-11-21,69.23098450709023
2021-11-28,68.00292940253482
2021-12-05,69.60807797663014
2021-12-12,72.65383765258792
2021-12-19,71.95768272263098
2021-12-26,72.43976455619804
2022-01-02,73.36860726588293
2022-01-09,72.13284714226161
2022-01-16,72.42525599979264
2022-01-23,72.30769559679737
2022-01-30,72.42422767535868
2022-02-06,70.98381444870462
2022-02-13,71.41961273909214
2022-02-20,72.61709695671345
2022-02-27,75.22016473419647
2022-03-06,76.22781321842203
2022-03-13,79.11466468985546
2022-03-20,75.94203497536384
2022-03-27,76.60851290638018
2022-04-03,75.84134467462422
2022-04-10,78.88777734669625
2022-04-17,95.66618703475932
2022-04-24,93.26647920155764
2022-05-01,91.94303920904152
2022-05-08,88.21375742693543
2022-05-15,88.36961693930367
2022-05-22,88.02332860480527
2022-05-29,89.37073909132705
2022-06-05,90.64369835403245
2022-06-12,94.28010998954633
2022-06-19,95.19026594829714
2022-06-26,93.0558053305498
2022-07-03,90.90158875033721
2022-07-10,91.81710516685776
2022-07-17,89.1816904725335
2022-07-24,92.92851267537603
2022-07-31,94.42844678446083
2022-08-07,92.52185328382046
2022-08-14,88.89650069282673
2022-08-21,91.79930901222092
2022-08-28,91.24485203324078
2022-09-04,93.28495399688147
2022-09-11,89.667365234112
2022-09-18,88.87188540365037
2022-09-25,89.41196565738784
2022-10-02,89.90670125269709
2022-10-09,89.40494443142195
2022-10-16,91.01724748640464
2022-10-23,89.1827400382139
2022-10-30,89.57945187911889
2022-11-06,90.39407965724125
2022-11-13,91.7496608879762
2022-11-20,93.14290428200685
2022-11-27,90.90506709594887
2022-12-04,88.6222834053181
2022-12-11,92.10584931964395
2022-12-18,92.97796013408498
2022-12-25,91.72490294925312
2023-01-01,95.02461680213116
2023-01-08,94.87648072187004
2023-01-15,96.7409361635549
2023-01-22,76.13474778222526
2023-01-29,79.33413005865448
2023-02-05,81.13087081440325
2023-02-12,78.8541350638548
2023-02-19,79.44327934040666
2023-02-26,79.30552978806583
2023-03-05,80.52702089620087
2023-03-12,77.2183990876793
2023-03-19,77.81373750538074
2023-03-26,78.91202118061246
2023-04-02,74.62501946856888
2023-04-09,72.56140811813427
2023-04-16,69.51641570625384
2023-04-23,70.48610638134694
2023-04-30,72.93254912310984
2023-05-07,76.07435508498317
2023-05-14,75.7298724192671
2023-05-21,78.24155484559199
2023-05-28,74.59386606663755
2023-06-04,71.34399615140589
2023-06-11,71.92812655744078
2023-06-18,73.09828829892507
2023-06-25,73.15005297901291
2023-07-02,69.48609320797398
2023-07-09,70.37297331890957
2023-07-16,68.79118573612729
2023-07-23,71.17702959690783
2023-07-30,72.32515911602779
2023-08-06,70.78111424333599
2023-08-13,70.4227458072235
2023-08-20,69.1755464040768
2023-08-27,70.06998782412806
2023-09-03,72.55113410405838
2023-09-10,70.8555733360933
2023-09-17,72.33444952871389
2023-09-24,71.56200497725851
2023-10-01,70.56388891854328
2023-10-08,71.11647827396371
2023-10-15,69.88588131684239
2023-10-22,69.91419994178088
2023-10-29,68.82710139845359
2023-11-05,73.79325593571836
2023-11-12,73.95544782311116
2023-11-19,72.81155370274541
2023-11-26,73.69690980589844
2023-12-03,73.81252069675048
2023-12-10,73.76615213328625
2023-12-17,75.30160852081038
2023-12-24,76.72961495397038
2023-12-31,75.50192934627619
